dist loss
-2.0 10.53888625
-1.8 7.1841775
-1.6 4.8126125
-1.4 3.097156875
-1.2 1.86789234375
-1.0 1.043922109375
-0.7999999999999998 0.543397890625
-0.5999999999999999 0.27199892578125
-0.3999999999999999 0.143856025390625
-0.19999999999999996 0.0936425390625
0.0 0.082132158203125
0.20000000000000018 0.0973800390625
0.40000000000000036 0.14902599609375
0.6000000000000001 0.2695087890625
0.8000000000000003 0.533204375
1.0 1.110720390625
1.2000000000000002 2.392751875
1.4000000000000004 5.2226221875
1.6 10.93974625
1.8000000000000003 20.4642675
2.0 35.77377
