dist loss
-6.0 0.731869296875
-5.4 0.53195453125
-4.8 0.4052797265625
-4.2 0.3215394921875
-3.6 0.2629175390625
-3.0 0.22089181640625
-2.4000000000000004 0.1908099609375
-1.7999999999999998 0.16987017578125
-1.2000000000000002 0.15616125
-0.6000000000000005 0.14822541015625
0.0 0.145266474609375
0.5999999999999996 0.147596025390625
1.1999999999999993 0.156865556640625
1.7999999999999998 0.177291953125
2.4000000000000004 0.217370546875
3.0 0.29560150390625
3.5999999999999996 0.4586110546875
4.199999999999999 0.833186484375
4.799999999999999 1.7470709375
5.4 3.892088125
6.0 8.492425
