dist loss
-10.0 2.5426429748535155
-9.0 2.4966453552246093
-8.0 2.3920061111450197
-7.0 2.1394107818603514
-6.0 1.6568830490112305
-5.0 1.0304450035095214
-4.0 0.6061686992645263
-3.0 0.44093122482299807
-2.0 0.3784370422363281
-1.0 0.3466920852661133
0.0 0.33380942344665526
1.0 0.3437828779220581
2.0 0.3846681356430054
3.0 0.514404010772705
4.0 1.0979011535644532
5.0 1.939692497253418
6.0 2.516736602783203
7.0 2.731085777282715
8.0 2.802444076538086
9.0 2.8110931396484373
10.0 2.8078447341918946
