dist loss
-10.0 0.6892757952365729
-9.0 0.6166507106302949
-8.0 0.5495021654211957
-7.0 0.5070369554602582
-6.0 0.4814142095463355
-5.0 0.4657529162628876
-4.0 0.4623802555796435
-3.0 0.4561346888237292
-2.0 0.4606875446446411
-1.0 0.4533022907383911
0.0 0.4505779139526055
1.0 0.45320777210128277
2.0 0.4497694322825088
3.0 0.450561562462536
4.0 0.46335338387647856
5.0 0.4604699020190617
6.0 0.48886362061171273
7.0 0.5212733276054987
8.0 0.5927160706971307
9.0 0.7092837750759271
10.0 0.8802352085747682
