dist loss
-4.0 0.560256328125
-3.6 0.45529921875
-3.2 0.371889921875
-2.8 0.30597845703125
-2.4 0.2545120703125
-2.0 0.21494591796875
-1.5999999999999996 0.18505662109375
-1.1999999999999997 0.162887705078125
-0.7999999999999998 0.146905478515625
-0.3999999999999999 0.1358828125
0.0 0.12921193359375
0.40000000000000036 0.1269260546875
0.8000000000000007 0.13017833984375
1.2000000000000002 0.141962919921875
1.6000000000000005 0.1688987109375
2.0 0.22545173828125
2.4000000000000004 0.345469765625
2.8000000000000007 0.60706609375
3.2 1.1876746875
3.6000000000000005 2.46141171875
4.0 4.91079875
