dist loss
-4.0 0.5261781640625
-3.6 0.42733140625
-3.2 0.34659484375
-2.8 0.28158166015625
-2.4 0.23045052734375
-2.0 0.19099681640625
-1.5999999999999996 0.1611
-1.1999999999999997 0.139049541015625
-0.7999999999999998 0.123444931640625
-0.3999999999999999 0.113315703125
0.0 0.10818873046875
0.40000000000000036 0.10850958984375
0.8000000000000007 0.116339833984375
1.2000000000000002 0.137146376953125
1.6000000000000005 0.18382326171875
2.0 0.28596072265625
2.4000000000000004 0.505311796875
2.8000000000000007 0.95659828125
3.2 1.8385990625
3.6000000000000005 3.4943709375
4.0 6.52771625
